MANDT,PERNR,ENDDA,BEGDA,SUBTY,STRAS,ORT01,PSTLZ,LAND1
100,00000438,99991231,20200101,1,Street 438,Lyon,10437,AT
100,00000439,99991231,20200101,1,Street 439,Milan,10438,CH
100,00000440,99991231,20200101,1,Street 440,Madrid,10439,BE
100,00000441,99991231,20200101,1,Street 441,Berlin,10440,DE
100,00000442,99991231,20200101,1,Street 442,Amsterdam,10441,NL
100,00000443,99991231,20200101,1,Street 443,Paris,10442,FR
100,00000444,99991231,20200101,1,Street 444,London,10443,US
100,00000445,99991231,20200101,1,Street 445,Munich,10444,GB
100,00000446,99991231,20200101,1,Street 446,Hamburg,10445,IT
100,00000447,99991231,20200101,1,Street 447,Rotterdam,10446,ES
100,00000448,99991231,20200101,1,Street 448,Lyon,10447,AT
100,00000449,99991231,20200101,1,Street 449,Milan,10448,CH
100,00000450,99991231,20200101,1,Street 450,Madrid,10449,BE
100,00000451,99991231,20200101,1,Street 451,Berlin,10450,DE
100,00000452,99991231,20200101,1,Street 452,Amsterdam,10451,NL
100,00000453,99991231,20200101,1,Street 453,Paris,10452,FR
100,00000454,99991231,20200101,1,Street 454,London,10453,US
100,00000455,99991231,20200101,1,Street 455,Munich,10454,GB
100,00000456,99991231,20200101,1,Street 456,Hamburg,10455,IT
100,00000457,99991231,20200101,1,Street 457,Rotterdam,10456,ES
100,00000458,99991231,20200101,1,Street 458,Lyon,10457,AT
100,00000459,99991231,20200101,1,Street 459,Milan,10458,CH
100,00000460,99991231,20200101,1,Street 460,Madrid,10459,BE
100,00000461,99991231,20200101,1,Street 461,Berlin,10460,DE
100,00000462,99991231,20200101,1,Street 462,Amsterdam,10461,NL
100,00000463,99991231,20200101,1,Street 463,Paris,10462,FR
100,00000464,99991231,20200101,1,Street 464,London,10463,US
100,00000465,99991231,20200101,1,Street 465,Munich,10464,GB
100,00000466,99991231,20200101,1,Street 466,Hamburg,10465,IT
100,00000467,99991231,20200101,1,Street 467,Rotterdam,10466,ES
100,00000468,99991231,20200101,1,Street 468,Lyon,10467,AT
100,00000469,99991231,20200101,1,Street 469,Milan,10468,CH
100,00000470,99991231,20200101,1,Street 470,Madrid,10469,BE
100,00000471,99991231,20200101,1,Street 471,Berlin,10470,DE
100,00000472,99991231,20200101,1,Street 472,Amsterdam,10471,NL
100,00000473,99991231,20200101,1,Street 473,Paris,10472,FR
100,00000474,99991231,20200101,1,Street 474,London,10473,US
100,00000475,99991231,20200101,1,Street 475,Munich,10474,GB
100,00000476,99991231,20200101,1,Street 476,Hamburg,10475,IT
100,00000477,99991231,20200101,1,Street 477,Rotterdam,10476,ES
100,00000478,99991231,20200101,1,Street 478,Lyon,10477,AT
100,00000479,99991231,20200101,1,Street 479,Milan,10478,CH
100,00000480,99991231,20200101,1,Street 480,Madrid,10479,BE
100,00000481,99991231,20200101,1,Street 481,Berlin,10480,DE
100,00000482,99991231,20200101,1,Street 482,Amsterdam,10481,NL
100,00000483,99991231,20200101,1,Street 483,Paris,10482,FR
100,00000484,99991231,20200101,1,Street 484,London,10483,US
100,00000485,99991231,20200101,1,Street 485,Munich,10484,GB
100,00000486,99991231,20200101,1,Street 486,Hamburg,10485,IT
100,00000487,99991231,20200101,1,Street 487,Rotterdam,10486,ES
100,00000488,99991231,20200101,1,Street 488,Lyon,10487,AT
100,00000489,99991231,20200101,1,Street 489,Milan,10488,CH
100,00000490,99991231,20200101,1,Street 490,Madrid,10489,BE
100,00000491,99991231,20200101,1,Street 491,Berlin,10490,DE
100,00000492,99991231,20200101,1,Street 492,Amsterdam,10491,NL
100,00000493,99991231,20200101,1,Street 493,Paris,10492,FR
100,00000494,99991231,20200101,1,Street 494,London,10493,US
100,00000495,99991231,20200101,1,Street 495,Munich,10494,GB
100,00000496,99991231,20200101,1,Street 496,Hamburg,10495,IT
100,00000497,99991231,20200101,1,Street 497,Rotterdam,10496,ES
100,00000498,99991231,20200101,1,Street 498,Lyon,10497,AT
100,00000499,99991231,20200101,1,Street 499,Milan,10498,CH
100,00000500,99991231,20200101,1,Street 500,Madrid,10499,BE
100,00000501,99991231,20200101,1,Street 501,Berlin,10500,DE
100,00000502,99991231,20200101,1,Street 502,Amsterdam,10501,NL
100,00000503,99991231,20200101,1,Street 503,Paris,10502,FR
100,00000504,99991231,20200101,1,Street 504,London,10503,US
100,00000505,99991231,20200101,1,Street 505,Munich,10504,GB
100,00000506,99991231,20200101,1,Street 506,Hamburg,10505,IT
100,00000507,99991231,20200101,1,Street 507,Rotterdam,10506,ES
100,00000508,99991231,20200101,1,Street 508,Lyon,10507,AT
100,00000509,99991231,20200101,1,Street 509,Milan,10508,CH
100,00000510,99991231,20200101,1,Street 510,Madrid,10509,BE
100,00000511,99991231,20200101,1,Street 511,Berlin,10510,DE
100,00000512,99991231,20200101,1,Street 512,Amsterdam,10511,NL
100,00000513,99991231,20200101,1,Street 513,Paris,10512,FR
100,00000514,99991231,20200101,1,Street 514,London,10513,US
100,00000515,99991231,20200101,1,Street 515,Munich,10514,GB
100,00000516,99991231,20200101,1,Street 516,Hamburg,10515,IT
100,00000517,99991231,20200101,1,Street 517,Rotterdam,10516,ES
100,00000518,99991231,20200101,1,Street 518,Lyon,10517,AT
100,00000519,99991231,20200101,1,Street 519,Milan,10518,CH
100,00000520,99991231,20200101,1,Street 520,Madrid,10519,BE
100,00000521,99991231,20200101,1,Street 521,Berlin,10520,DE
100,00000522,99991231,20200101,1,Street 522,Amsterdam,10521,NL
100,00000523,99991231,20200101,1,Street 523,Paris,10522,FR
100,00000524,99991231,20200101,1,Street 524,London,10523,US
100,00000525,99991231,20200101,1,Street 525,Munich,10524,GB
100,00000526,99991231,20200101,1,Street 526,Hamburg,10525,IT
100,00000527,99991231,20200101,1,Street 527,Rotterdam,10526,ES
100,00000528,99991231,20200101,1,Street 528,Lyon,10527,AT
100,00000529,99991231,20200101,1,Street 529,Milan,10528,CH
100,00000530,99991231,20200101,1,Street 530,Madrid,10529,BE
100,00000531,99991231,20200101,1,Street 531,Berlin,10530,DE
100,00000532,99991231,20200101,1,Street 532,Amsterdam,10531,NL
100,00000533,99991231,20200101,1,Street 533,Paris,10532,FR
100,00000534,99991231,20200101,1,Street 534,London,10533,US
100,00000535,99991231,20200101,1,Street 535,Munich,10534,GB
100,00000536,99991231,20200101,1,Street 536,Hamburg,10535,IT
100,00000537,99991231,20200101,1,Street 537,Rotterdam,10536,ES
100,00000538,99991231,20200101,1,Street 538,Lyon,10537,AT
100,00000539,99991231,20200101,1,Street 539,Milan,10538,CH
100,00000540,99991231,20200101,1,Street 540,Madrid,10539,BE
100,00000541,99991231,20200101,1,Street 541,Berlin,10540,DE
100,00000542,99991231,20200101,1,Street 542,Amsterdam,10541,NL
100,00000543,99991231,20200101,1,Street 543,Paris,10542,FR
100,00000544,99991231,20200101,1,Street 544,London,10543,US
100,00000545,99991231,20200101,1,Street 545,Munich,10544,GB
100,00000546,99991231,20200101,1,Street 546,Hamburg,10545,IT
100,00000547,99991231,20200101,1,Street 547,Rotterdam,10546,ES
100,00000548,99991231,20200101,1,Street 548,Lyon,10547,AT
100,00000549,99991231,20200101,1,Street 549,Milan,10548,CH
100,00000550,99991231,20200101,1,Street 550,Madrid,10549,BE
100,00000551,99991231,20200101,1,Street 551,Berlin,10550,DE
100,00000552,99991231,20200101,1,Street 552,Amsterdam,10551,NL
100,00000553,99991231,20200101,1,Street 553,Paris,10552,FR
100,00000554,99991231,20200101,1,Street 554,London,10553,US
100,00000555,99991231,20200101,1,Street 555,Munich,10554,GB
100,00000556,99991231,20200101,1,Street 556,Hamburg,10555,IT
100,00000557,99991231,20200101,1,Street 557,Rotterdam,10556,ES
100,00000558,99991231,20200101,1,Street 558,Lyon,10557,AT
100,00000559,99991231,20200101,1,Street 559,Milan,10558,CH
100,00000560,99991231,20200101,1,Street 560,Madrid,10559,BE
100,00000561,99991231,20200101,1,Street 561,Berlin,10560,DE
100,00000562,99991231,20200101,1,Street 562,Amsterdam,10561,NL
100,00000563,99991231,20200101,1,Street 563,Paris,10562,FR
100,00000564,99991231,20200101,1,Street 564,London,10563,US
100,00000565,99991231,20200101,1,Street 565,Munich,10564,GB
100,00000566,99991231,20200101,1,Street 566,Hamburg,10565,IT
100,00000567,99991231,20200101,1,Street 567,Rotterdam,10566,ES
100,00000568,99991231,20200101,1,Street 568,Lyon,10567,AT
100,00000569,99991231,20200101,1,Street 569,Milan,10568,CH
100,00000570,99991231,20200101,1,Street 570,Madrid,10569,BE
100,00000571,99991231,20200101,1,Street 571,Berlin,10570,DE
100,00000572,99991231,20200101,1,Street 572,Amsterdam,10571,NL
100,00000573,99991231,20200101,1,Street 573,Paris,10572,FR
100,00000574,99991231,20200101,1,Street 574,London,10573,US
100,00000575,99991231,20200101,1,Street 575,Munich,10574,GB
100,00000576,99991231,20200101,1,Street 576,Hamburg,10575,IT
100,00000577,99991231,20200101,1,Street 577,Rotterdam,10576,ES
100,00000578,99991231,20200101,1,Street 578,Lyon,10577,AT
100,00000579,99991231,20200101,1,Street 579,Milan,10578,CH
100,00000580,99991231,20200101,1,Street 580,Madrid,10579,BE
100,00000581,99991231,20200101,1,Street 581,Berlin,10580,DE
100,00000582,99991231,20200101,1,Street 582,Amsterdam,10581,NL
100,00000583,99991231,20200101,1,Street 583,Paris,10582,FR
100,00000584,99991231,20200101,1,Street 584,London,10583,US
100,00000585,99991231,20200101,1,Street 585,Munich,10584,GB
100,00000586,99991231,20200101,1,Street 586,Hamburg,10585,IT
100,00000587,99991231,20200101,1,Street 587,Rotterdam,10586,ES
100,00000588,99991231,20200101,1,Street 588,Lyon,10587,AT
100,00000589,99991231,20200101,1,Street 589,Milan,10588,CH
100,00000590,99991231,20200101,1,Street 590,Madrid,10589,BE
100,00000591,99991231,20200101,1,Street 591,Berlin,10590,DE
100,00000592,99991231,20200101,1,Street 592,Amsterdam,10591,NL
100,00000593,99991231,20200101,1,Street 593,Paris,10592,FR
100,00000594,99991231,20200101,1,Street 594,London,10593,US
100,00000595,99991231,20200101,1,Street 595,Munich,10594,GB
100,00000596,99991231,20200101,1,Street 596,Hamburg,10595,IT
100,00000597,99991231,20200101,1,Street 597,Rotterdam,10596,ES
100,00000598,99991231,20200101,1,Street 598,Lyon,10597,AT
100,00000599,99991231,20200101,1,Street 599,Milan,10598,CH
100,00000600,99991231,20200101,1,Street 600,Madrid,10599,BE
100,00000601,99991231,20200101,1,Street 601,Berlin,10600,DE
100,00000602,99991231,20200101,1,Street 602,Amsterdam,10601,NL
100,00000603,99991231,20200101,1,Street 603,Paris,10602,FR
100,00000604,99991231,20200101,1,Street 604,London,10603,US
100,00000605,99991231,20200101,1,Street 605,Munich,10604,GB
100,00000606,99991231,20200101,1,Street 606,Hamburg,10605,IT
100,00000607,99991231,20200101,1,Street 607,Rotterdam,10606,ES
100,00000608,99991231,20200101,1,Street 608,Lyon,10607,AT
100,00000609,99991231,20200101,1,Street 609,Milan,10608,CH
100,00000610,99991231,20200101,1,Street 610,Madrid,10609,BE
100,00000611,99991231,20200101,1,Street 611,Berlin,10610,DE
100,00000612,99991231,20200101,1,Street 612,Amsterdam,10611,NL
100,00000613,99991231,20200101,1,Street 613,Paris,10612,FR
100,00000614,99991231,20200101,1,Street 614,London,10613,US
100,00000615,99991231,20200101,1,Street 615,Munich,10614,GB
100,00000616,99991231,20200101,1,Street 616,Hamburg,10615,IT
100,00000617,99991231,20200101,1,Street 617,Rotterdam,10616,ES
100,00000618,99991231,20200101,1,Street 618,Lyon,10617,AT
100,00000619,99991231,20200101,1,Street 619,Milan,10618,CH
100,00000620,99991231,20200101,1,Street 620,Madrid,10619,BE
100,00000621,99991231,20200101,1,Street 621,Berlin,10620,DE
100,00000622,99991231,20200101,1,Street 622,Amsterdam,10621,NL
100,00000623,99991231,20200101,1,Street 623,Paris,10622,FR
100,00000624,99991231,20200101,1,Street 624,London,10623,US
100,00000625,99991231,20200101,1,Street 625,Munich,10624,GB
100,00000626,99991231,20200101,1,Street 626,Hamburg,10625,IT
100,00000627,99991231,20200101,1,Street 627,Rotterdam,10626,ES
100,00000628,99991231,20200101,1,Street 628,Lyon,10627,AT
100,00000629,99991231,20200101,1,Street 629,Milan,10628,CH
100,00000630,99991231,20200101,1,Street 630,Madrid,10629,BE
100,00000631,99991231,20200101,1,Street 631,Berlin,10630,DE
100,00000632,99991231,20200101,1,Street 632,Amsterdam,10631,NL
100,00000633,99991231,20200101,1,Street 633,Paris,10632,FR
100,00000634,99991231,20200101,1,Street 634,London,10633,US
100,00000635,99991231,20200101,1,Street 635,Munich,10634,GB
100,00000636,99991231,20200101,1,Street 636,Hamburg,10635,IT
100,00000637,99991231,20200101,1,Street 637,Rotterdam,10636,ES
100,00000638,99991231,20200101,1,Street 638,Lyon,10637,AT
100,00000639,99991231,20200101,1,Street 639,Milan,10638,CH
100,00000640,99991231,20200101,1,Street 640,Madrid,10639,BE
100,00000641,99991231,20200101,1,Street 641,Berlin,10640,DE
100,00000642,99991231,20200101,1,Street 642,Amsterdam,10641,NL
100,00000643,99991231,20200101,1,Street 643,Paris,10642,FR
100,00000644,99991231,20200101,1,Street 644,London,10643,US
100,00000645,99991231,20200101,1,Street 645,Munich,10644,GB
100,00000646,99991231,20200101,1,Street 646,Hamburg,10645,IT
100,00000647,99991231,20200101,1,Street 647,Rotterdam,10646,ES
100,00000648,99991231,20200101,1,Street 648,Lyon,10647,AT
100,00000649,99991231,20200101,1,Street 649,Milan,10648,CH
100,00000650,99991231,20200101,1,Street 650,Madrid,10649,BE
100,00000651,99991231,20200101,1,Street 651,Berlin,10650,DE
100,00000652,99991231,20200101,1,Street 652,Amsterdam,10651,NL
100,00000653,99991231,20200101,1,Street 653,Paris,10652,FR
100,00000654,99991231,20200101,1,Street 654,London,10653,US
100,00000655,99991231,20200101,1,Street 655,Munich,10654,GB
100,00000656,99991231,20200101,1,Street 656,Hamburg,10655,IT
100,00000657,99991231,20200101,1,Street 657,Rotterdam,10656,ES
100,00000658,99991231,20200101,1,Street 658,Lyon,10657,AT
100,00000659,99991231,20200101,1,Street 659,Milan,10658,CH
100,00000660,99991231,20200101,1,Street 660,Madrid,10659,BE
100,00000661,99991231,20200101,1,Street 661,Berlin,10660,DE
100,00000662,99991231,20200101,1,Street 662,Amsterdam,10661,NL
100,00000663,99991231,20200101,1,Street 663,Paris,10662,FR
100,00000664,99991231,20200101,1,Street 664,London,10663,US
100,00000665,99991231,20200101,1,Street 665,Munich,10664,GB
100,00000666,99991231,20200101,1,Street 666,Hamburg,10665,IT
100,00000667,99991231,20200101,1,Street 667,Rotterdam,10666,ES
100,00000668,99991231,20200101,1,Street 668,Lyon,10667,AT
100,00000669,99991231,20200101,1,Street 669,Milan,10668,CH
100,00000670,99991231,20200101,1,Street 670,Madrid,10669,BE
100,00000671,99991231,20200101,1,Street 671,Berlin,10670,DE
100,00000672,99991231,20200101,1,Street 672,Amsterdam,10671,NL
100,00000673,99991231,20200101,1,Street 673,Paris,10672,FR
100,00000674,99991231,20200101,1,Street 674,London,10673,US
100,00000675,99991231,20200101,1,Street 675,Munich,10674,GB
100,00000676,99991231,20200101,1,Street 676,Hamburg,10675,IT
100,00000677,99991231,20200101,1,Street 677,Rotterdam,10676,ES
100,00000678,99991231,20200101,1,Street 678,Lyon,10677,AT
100,00000679,99991231,20200101,1,Street 679,Milan,10678,CH
100,00000680,99991231,20200101,1,Street 680,Madrid,10679,BE
100,00000681,99991231,20200101,1,Street 681,Berlin,10680,DE
100,00000682,99991231,20200101,1,Street 682,Amsterdam,10681,NL
100,00000683,99991231,20200101,1,Street 683,Paris,10682,FR
100,00000684,99991231,20200101,1,Street 684,London,10683,US
100,00000685,99991231,20200101,1,Street 685,Munich,10684,GB
100,00000686,99991231,20200101,1,Street 686,Hamburg,10685,IT
100,00000687,99991231,20200101,1,Street 687,Rotterdam,10686,ES
100,00000688,99991231,20200101,1,Street 688,Lyon,10687,AT
100,00000689,99991231,20200101,1,Street 689,Milan,10688,CH
100,00000690,99991231,20200101,1,Street 690,Madrid,10689,BE
100,00000691,99991231,20200101,1,Street 691,Berlin,10690,DE
100,00000692,99991231,20200101,1,Street 692,Amsterdam,10691,NL
100,00000693,99991231,20200101,1,Street 693,Paris,10692,FR
100,00000694,99991231,20200101,1,Street 694,London,10693,US
100,00000695,99991231,20200101,1,Street 695,Munich,10694,GB
100,00000696,99991231,20200101,1,Street 696,Hamburg,10695,IT
100,00000697,99991231,20200101,1,Street 697,Rotterdam,10696,ES
100,00000698,99991231,20200101,1,Street 698,Lyon,10697,AT
100,00000699,99991231,20200101,1,Street 699,Milan,10698,CH
100,00000700,99991231,20200101,1,Street 700,Madrid,10699,BE
100,00000701,99991231,20200101,1,Street 701,Berlin,10700,DE
100,00000702,99991231,20200101,1,Street 702,Amsterdam,10701,NL
100,00000703,99991231,20200101,1,Street 703,Paris,10702,FR
100,00000704,99991231,20200101,1,Street 704,London,10703,US
100,00000705,99991231,20200101,1,Street 705,Munich,10704,GB
100,00000706,99991231,20200101,1,Street 706,Hamburg,10705,IT
100,00000707,99991231,20200101,1,Street 707,Rotterdam,10706,ES
100,00000708,99991231,20200101,1,Street 708,Lyon,10707,AT
100,00000709,99991231,20200101,1,Street 709,Milan,10708,CH
100,00000710,99991231,20200101,1,Street 710,Madrid,10709,BE
100,00000711,99991231,20200101,1,Street 711,Berlin,10710,DE
100,00000712,99991231,20200101,1,Street 712,Amsterdam,10711,NL
100,00000713,99991231,20200101,1,Street 713,Paris,10712,FR
100,00000714,99991231,20200101,1,Street 714,London,10713,US
100,00000715,99991231,20200101,1,Street 715,Munich,10714,GB
100,00000716,99991231,20200101,1,Street 716,Hamburg,10715,IT
100,00000717,99991231,20200101,1,Street 717,Rotterdam,10716,ES
100,00000718,99991231,20200101,1,Street 718,Lyon,10717,AT
100,00000719,99991231,20200101,1,Street 719,Milan,10718,CH
100,00000720,99991231,20200101,1,Street 720,Madrid,10719,BE
100,00000721,99991231,20200101,1,Street 721,Berlin,10720,DE
100,00000722,99991231,20200101,1,Street 722,Amsterdam,10721,NL
100,00000723,99991231,20200101,1,Street 723,Paris,10722,FR
100,00000724,99991231,20200101,1,Street 724,London,10723,US
100,00000725,99991231,20200101,1,Street 725,Munich,10724,GB
100,00000726,99991231,20200101,1,Street 726,Hamburg,10725,IT
100,00000727,99991231,20200101,1,Street 727,Rotterdam,10726,ES
100,00000728,99991231,20200101,1,Street 728,Lyon,10727,AT
100,00000729,99991231,20200101,1,Street 729,Milan,10728,CH
100,00000730,99991231,20200101,1,Street 730,Madrid,10729,BE
100,00000731,99991231,20200101,1,Street 731,Berlin,10730,DE
100,00000732,99991231,20200101,1,Street 732,Amsterdam,10731,NL
100,00000733,99991231,20200101,1,Street 733,Paris,10732,FR
100,00000734,99991231,20200101,1,Street 734,London,10733,US
100,00000735,99991231,20200101,1,Street 735,Munich,10734,GB
100,00000736,99991231,20200101,1,Street 736,Hamburg,10735,IT
100,00000737,99991231,20200101,1,Street 737,Rotterdam,10736,ES
100,00000738,99991231,20200101,1,Street 738,Lyon,10737,AT
100,00000739,99991231,20200101,1,Street 739,Milan,10738,CH
100,00000740,99991231,20200101,1,Street 740,Madrid,10739,BE
100,00000741,99991231,20200101,1,Street 741,Berlin,10740,DE
100,00000742,99991231,20200101,1,Street 742,Amsterdam,10741,NL
100,00000743,99991231,20200101,1,Street 743,Paris,10742,FR
100,00000744,99991231,20200101,1,Street 744,London,10743,US
100,00000745,99991231,20200101,1,Street 745,Munich,10744,GB
100,00000746,99991231,20200101,1,Street 746,Hamburg,10745,IT
100,00000747,99991231,20200101,1,Street 747,Rotterdam,10746,ES
100,00000748,99991231,20200101,1,Street 748,Lyon,10747,AT
100,00000749,99991231,20200101,1,Street 749,Milan,10748,CH
100,00000750,99991231,20200101,1,Street 750,Madrid,10749,BE
100,00000751,99991231,20200101,1,Street 751,Berlin,10750,DE
100,00000752,99991231,20200101,1,Street 752,Amsterdam,10751,NL
100,00000753,99991231,20200101,1,Street 753,Paris,10752,FR
100,00000754,99991231,20200101,1,Street 754,London,10753,US
100,00000755,99991231,20200101,1,Street 755,Munich,10754,GB
100,00000756,99991231,20200101,1,Street 756,Hamburg,10755,IT
100,00000757,99991231,20200101,1,Street 757,Rotterdam,10756,ES
100,00000758,99991231,20200101,1,Street 758,Lyon,10757,AT
100,00000759,99991231,20200101,1,Street 759,Milan,10758,CH
100,00000760,99991231,20200101,1,Street 760,Madrid,10759,BE
100,00000761,99991231,20200101,1,Street 761,Berlin,10760,DE
100,00000762,99991231,20200101,1,Street 762,Amsterdam,10761,NL
100,00000763,99991231,20200101,1,Street 763,Paris,10762,FR
100,00000764,99991231,20200101,1,Street 764,London,10763,US
100,00000765,99991231,20200101,1,Street 765,Munich,10764,GB
100,00000766,99991231,20200101,1,Street 766,Hamburg,10765,IT
100,00000767,99991231,20200101,1,Street 767,Rotterdam,10766,ES
100,00000768,99991231,20200101,1,Street 768,Lyon,10767,AT
100,00000769,99991231,20200101,1,Street 769,Milan,10768,CH
100,00000770,99991231,20200101,1,Street 770,Madrid,10769,BE
100,00000771,99991231,20200101,1,Street 771,Berlin,10770,DE
100,00000772,99991231,20200101,1,Street 772,Amsterdam,10771,NL
100,00000773,99991231,20200101,1,Street 773,Paris,10772,FR
100,00000774,99991231,20200101,1,Street 774,London,10773,US
100,00000775,99991231,20200101,1,Street 775,Munich,10774,GB
100,00000776,99991231,20200101,1,Street 776,Hamburg,10775,IT
100,00000777,99991231,20200101,1,Street 777,Rotterdam,10776,ES
100,00000778,99991231,20200101,1,Street 778,Lyon,10777,AT
100,00000779,99991231,20200101,1,Street 779,Milan,10778,CH
100,00000780,99991231,20200101,1,Street 780,Madrid,10779,BE
100,00000781,99991231,20200101,1,Street 781,Berlin,10780,DE
100,00000782,99991231,20200101,1,Street 782,Amsterdam,10781,NL
100,00000783,99991231,20200101,1,Street 783,Paris,10782,FR
100,00000784,99991231,20200101,1,Street 784,London,10783,US
100,00000785,99991231,20200101,1,Street 785,Munich,10784,GB
100,00000786,99991231,20200101,1,Street 786,Hamburg,10785,IT
100,00000787,99991231,20200101,1,Street 787,Rotterdam,10786,ES
100,00000788,99991231,20200101,1,Street 788,Lyon,10787,AT
100,00000789,99991231,20200101,1,Street 789,Milan,10788,CH
100,00000790,99991231,20200101,1,Street 790,Madrid,10789,BE
100,00000791,99991231,20200101,1,Street 791,Berlin,10790,DE
100,00000792,99991231,20200101,1,Street 792,Amsterdam,10791,NL
100,00000793,99991231,20200101,1,Street 793,Paris,10792,FR
100,00000794,99991231,20200101,1,Street 794,London,10793,US
100,00000795,99991231,20200101,1,Street 795,Munich,10794,GB
100,00000796,99991231,20200101,1,Street 796,Hamburg,10795,IT
100,00000797,99991231,20200101,1,Street 797,Rotterdam,10796,ES
100,00000798,99991231,20200101,1,Street 798,Lyon,10797,AT
100,00000799,99991231,20200101,1,Street 799,Milan,10798,CH
100,00000800,99991231,20200101,1,Street 800,Madrid,10799,BE
100,00000801,99991231,20200101,1,Street 801,Berlin,10800,DE
100,00000802,99991231,20200101,1,Street 802,Amsterdam,10801,NL
100,00000803,99991231,20200101,1,Street 803,Paris,10802,FR
100,00000804,99991231,20200101,1,Street 804,London,10803,US
100,00000805,99991231,20200101,1,Street 805,Munich,10804,GB
100,00000806,99991231,20200101,1,Street 806,Hamburg,10805,IT
100,00000807,99991231,20200101,1,Street 807,Rotterdam,10806,ES
100,00000808,99991231,20200101,1,Street 808,Lyon,10807,AT
100,00000809,99991231,20200101,1,Street 809,Milan,10808,CH
100,00000810,99991231,20200101,1,Street 810,Madrid,10809,BE
100,00000811,99991231,20200101,1,Street 811,Berlin,10810,DE
100,00000812,99991231,20200101,1,Street 812,Amsterdam,10811,NL
100,00000813,99991231,20200101,1,Street 813,Paris,10812,FR
100,00000814,99991231,20200101,1,Street 814,London,10813,US
100,00000815,99991231,20200101,1,Street 815,Munich,10814,GB
100,00000816,99991231,20200101,1,Street 816,Hamburg,10815,IT
100,00000817,99991231,20200101,1,Street 817,Rotterdam,10816,ES
100,00000818,99991231,20200101,1,Street 818,Lyon,10817,AT
100,00000819,99991231,20200101,1,Street 819,Milan,10818,CH
100,00000820,99991231,20200101,1,Street 820,Madrid,10819,BE
100,00000821,99991231,20200101,1,Street 821,Berlin,10820,DE
100,00000822,99991231,20200101,1,Street 822,Amsterdam,10821,NL
100,00000823,99991231,20200101,1,Street 823,Paris,10822,FR
100,00000824,99991231,20200101,1,Street 824,London,10823,US
100,00000825,99991231,20200101,1,Street 825,Munich,10824,GB
100,00000826,99991231,20200101,1,Street 826,Hamburg,10825,IT
100,00000827,99991231,20200101,1,Street 827,Rotterdam,10826,ES
100,00000828,99991231,20200101,1,Street 828,Lyon,10827,AT
100,00000829,99991231,20200101,1,Street 829,Milan,10828,CH
100,00000830,99991231,20200101,1,Street 830,Madrid,10829,BE
100,00000831,99991231,20200101,1,Street 831,Berlin,10830,DE
100,00000832,99991231,20200101,1,Street 832,Amsterdam,10831,NL
100,00000833,99991231,20200101,1,Street 833,Paris,10832,FR
100,00000834,99991231,20200101,1,Street 834,London,10833,US
100,00000835,99991231,20200101,1,Street 835,Munich,10834,GB
100,00000836,99991231,20200101,1,Street 836,Hamburg,10835,IT
100,00000837,99991231,20200101,1,Street 837,Rotterdam,10836,ES
100,00000838,99991231,20200101,1,Street 838,Lyon,10837,AT
100,00000839,99991231,20200101,1,Street 839,Milan,10838,CH
100,00000840,99991231,20200101,1,Street 840,Madrid,10839,BE
100,00000841,99991231,20200101,1,Street 841,Berlin,10840,DE
100,00000842,99991231,20200101,1,Street 842,Amsterdam,10841,NL
100,00000843,99991231,20200101,1,Street 843,Paris,10842,FR
100,00000844,99991231,20200101,1,Street 844,London,10843,US
100,00000845,99991231,20200101,1,Street 845,Munich,10844,GB
100,00000846,99991231,20200101,1,Street 846,Hamburg,10845,IT
100,00000847,99991231,20200101,1,Street 847,Rotterdam,10846,ES
100,00000848,99991231,20200101,1,Street 848,Lyon,10847,AT
100,00000849,99991231,20200101,1,Street 849,Milan,10848,CH
100,00000850,99991231,20200101,1,Street 850,Madrid,10849,BE
100,00000851,99991231,20200101,1,Street 851,Berlin,10850,DE
100,00000852,99991231,20200101,1,Street 852,Amsterdam,10851,NL
100,00000853,99991231,20200101,1,Street 853,Paris,10852,FR
100,00000854,99991231,20200101,1,Street 854,London,10853,US
100,00000855,99991231,20200101,1,Street 855,Munich,10854,GB
100,00000856,99991231,20200101,1,Street 856,Hamburg,10855,IT
100,00000857,99991231,20200101,1,Street 857,Rotterdam,10856,ES
100,00000858,99991231,20200101,1,Street 858,Lyon,10857,AT
100,00000859,99991231,20200101,1,Street 859,Milan,10858,CH
100,00000860,99991231,20200101,1,Street 860,Madrid,10859,BE
100,00000861,99991231,20200101,1,Street 861,Berlin,10860,DE
100,00000862,99991231,20200101,1,Street 862,Amsterdam,10861,NL
100,00000863,99991231,20200101,1,Street 863,Paris,10862,FR
100,00000864,99991231,20200101,1,Street 864,London,10863,US
100,00000865,99991231,20200101,1,Street 865,Munich,10864,GB
100,00000866,99991231,20200101,1,Street 866,Hamburg,10865,IT
100,00000867,99991231,20200101,1,Street 867,Rotterdam,10866,ES
100,00000868,99991231,20200101,1,Street 868,Lyon,10867,AT
100,00000869,99991231,20200101,1,Street 869,Milan,10868,CH
100,00000870,99991231,20200101,1,Street 870,Madrid,10869,BE
100,00000871,99991231,20200101,1,Street 871,Berlin,10870,DE
100,00000872,99991231,20200101,1,Street 872,Amsterdam,10871,NL
100,00000873,99991231,20200101,1,Street 873,Paris,10872,FR
100,00000874,99991231,20200101,1,Street 874,London,10873,US
100,00000875,99991231,20200101,1,Street 875,Munich,10874,GB
