MANDT,PERNR,ENDDA,BEGDA,NACHN,VORNA,GBDAT,GESCH
100,00000483,99991231,20200101,Becker,Ben,19760224,2
100,00000484,99991231,20200101,Schneider,Hans,19991023,2
100,00000485,99991231,20200101,Becker,Greta,19740703,2
100,00000486,99991231,20200101,Schulz,Iris,19891012,2
100,00000487,99991231,20200101,Schulz,Clara,19890904,1
100,00000488,99991231,20200101,Weber,Hans,19781203,2
100,00000489,99991231,20200101,Weber,David,19660926,1
100,00000490,99991231,20200101,Schmidt,Clara,19971218,1
100,00000491,99991231,20200101,Hoffmann,Anna,19660217,2
100,00000492,99991231,20200101,Hoffmann,Emma,19920713,2
100,00000493,99991231,20200101,Hoffmann,Greta,19610802,2
100,00000494,99991231,20200101,Weber,David,19830901,2
100,00000495,99991231,20200101,Schneider,David,19650219,1
100,00000496,99991231,20200101,Schulz,Clara,19760223,2
100,00000497,99991231,20200101,Becker,Emma,19790712,2
100,00000498,99991231,20200101,Meyer,Jan,19861217,1
100,00000499,99991231,20200101,Hoffmann,David,19980613,2
100,00000500,99991231,20200101,Weber,Felix,19881024,1
100,00000501,99991231,20200101,Mueller,Felix,19930224,1
100,00000502,99991231,20200101,Fischer,Anna,19710421,2
100,00000503,99991231,20200101,Mueller,Hans,19790731,2
100,00000504,99991231,20200101,Hoffmann,Anna,19880611,1
100,00000505,99991231,20200101,Schneider,Iris,19900331,1
100,00000506,99991231,20200101,Meyer,Clara,19760411,2
100,00000507,99991231,20200101,Becker,David,19870512,2
100,00000508,99991231,20200101,Schneider,Emma,20000527,1
100,00000509,99991231,20200101,Meyer,Ben,19650907,1
100,00000510,99991231,20200101,Fischer,Emma,19721210,2
100,00000511,99991231,20200101,Hoffmann,Iris,19771109,2
100,00000512,99991231,20200101,Weber,David,19921228,1
100,00000513,99991231,20200101,Weber,Emma,19871130,1
100,00000514,99991231,20200101,Schneider,Clara,19840702,1
100,00000515,99991231,20200101,Meyer,Iris,19751230,1
100,00000516,99991231,20200101,Schmidt,Emma,19950325,2
100,00000517,99991231,20200101,Mueller,Greta,19750207,1
100,00000518,99991231,20200101,Schmidt,Hans,19980628,1
100,00000519,99991231,20200101,Becker,David,19860216,1
100,00000520,99991231,20200101,Becker,Clara,19740326,1
100,00000521,99991231,20200101,Meyer,Felix,20000120,2
100,00000522,99991231,20200101,Mueller,Iris,19810531,1
100,00000523,99991231,20200101,Wagner,Greta,19700513,1
100,00000524,99991231,20200101,Schulz,Emma,19880825,1
100,00000525,99991231,20200101,Schulz,Emma,19970307,2
100,00000526,99991231,20200101,Weber,Ben,19630907,1
100,00000527,99991231,20200101,Fischer,Ben,19790707,1
100,00000528,99991231,20200101,Schmidt,Jan,19800626,1
100,00000529,99991231,20200101,Schmidt,Jan,19860222,1
100,00000530,99991231,20200101,Schmidt,Jan,19680112,1
100,00000531,99991231,20200101,Schmidt,Felix,19720404,1
100,00000532,99991231,20200101,Schneider,Emma,19881219,2
100,00000533,99991231,20200101,Hoffmann,Clara,19990605,1
100,00000534,99991231,20200101,Meyer,Anna,19870923,1
100,00000535,99991231,20200101,Fischer,David,19750803,1
100,00000536,99991231,20200101,Fischer,Hans,19680316,2
100,00000537,99991231,20200101,Schneider,Clara,19970103,2
100,00000538,99991231,20200101,Mueller,Ben,20001128,2
100,00000539,99991231,20200101,Schmidt,Emma,19980428,1
100,00000540,99991231,20200101,Hoffmann,Anna,19940308,1
100,00000541,99991231,20200101,Becker,Clara,19710810,1
100,00000542,99991231,20200101,Hoffmann,Emma,19651002,2
100,00000543,99991231,20200101,Hoffmann,Ben,19841214,1
100,00000544,99991231,20200101,Weber,Anna,19760317,1
100,00000545,99991231,20200101,Wagner,Hans,19691211,2
100,00000546,99991231,20200101,Schulz,Hans,19700807,2
100,00000547,99991231,20200101,Wagner,Felix,19681117,1
100,00000548,99991231,20200101,Becker,Clara,19790122,1
100,00000549,99991231,20200101,Schulz,Emma,19600817,1
100,00000550,99991231,20200101,Hoffmann,Ben,19890703,2
100,00000551,99991231,20200101,Schneider,David,19651005,1
100,00000552,99991231,20200101,Meyer,Ben,19800922,1
100,00000553,99991231,20200101,Weber,Anna,20000708,1
100,00000554,99991231,20200101,Fischer,David,19670106,2
100,00000555,99991231,20200101,Schmidt,Iris,19680121,1
100,00000556,99991231,20200101,Meyer,Felix,19680118,1
100,00000557,99991231,20200101,Schulz,Felix,19650720,2
100,00000558,99991231,20200101,Mueller,Hans,19761202,1
100,00000559,99991231,20200101,Meyer,Felix,19700730,2
100,00000560,99991231,20200101,Schulz,David,19700219,2
100,00000561,99991231,20200101,Becker,Greta,19940624,1
100,00000562,99991231,20200101,Schmidt,Greta,19630304,2
100,00000563,99991231,20200101,Schneider,Anna,19670424,1
100,00000564,99991231,20200101,Mueller,Emma,19800625,1
100,00000565,99991231,20200101,Schulz,Clara,19840827,2
100,00000566,99991231,20200101,Schmidt,Ben,19661024,1
100,00000567,99991231,20200101,Becker,Greta,19720309,1
100,00000568,99991231,20200101,Schmidt,Emma,19670926,1
100,00000569,99991231,20200101,Hoffmann,Ben,19700902,1
100,00000570,99991231,20200101,Meyer,Ben,19870219,1
100,00000571,99991231,20200101,Hoffmann,Hans,19660713,1
100,00000572,99991231,20200101,Wagner,Jan,19820909,2
100,00000573,99991231,20200101,Schneider,Felix,19850907,2
100,00000574,99991231,20200101,Weber,Hans,19670424,2
100,00000575,99991231,20200101,Hoffmann,Hans,19990917,2
100,00000576,99991231,20200101,Hoffmann,David,19620308,1
100,00000577,99991231,20200101,Fischer,Emma,19920421,2
100,00000578,99991231,20200101,Mueller,Clara,19820711,2
100,00000579,99991231,20200101,Meyer,Hans,19701027,1
100,00000580,99991231,20200101,Meyer,Hans,19761116,1
100,00000581,99991231,20200101,Wagner,Iris,19900620,1
100,00000582,99991231,20200101,Weber,Hans,19920521,2
100,00000583,99991231,20200101,Schulz,Anna,19761026,2
100,00000584,99991231,20200101,Wagner,Felix,19700117,2
100,00000585,99991231,20200101,Wagner,Felix,19690506,1
100,00000586,99991231,20200101,Mueller,Clara,20000121,1
100,00000587,99991231,20200101,Hoffmann,Felix,19930207,2
100,00000588,99991231,20200101,Mueller,Greta,19921110,1
100,00000589,99991231,20200101,Schneider,Iris,19710828,1
100,00000590,99991231,20200101,Becker,Anna,19770618,1
100,00000591,99991231,20200101,Meyer,Felix,19700622,1
100,00000592,99991231,20200101,Mueller,Greta,19630802,2
100,00000593,99991231,20200101,Fischer,David,19711019,2
100,00000594,99991231,20200101,Becker,Clara,19670503,1
100,00000595,99991231,20200101,Schulz,Iris,19881222,1
100,00000596,99991231,20200101,Hoffmann,Greta,19890709,1
100,00000597,99991231,20200101,Hoffmann,David,19820129,1
100,00000598,99991231,20200101,Schulz,Iris,19820504,1
100,00000599,99991231,20200101,Weber,Iris,19990415,2
100,00000600,99991231,20200101,Schmidt,Felix,19751031,2
100,00000601,99991231,20200101,Schulz,Jan,19700320,2
100,00000602,99991231,20200101,Weber,David,19970827,2
100,00000603,99991231,20200101,Becker,Iris,19810919,2
100,00000604,99991231,20200101,Schulz,Felix,19900919,1
100,00000605,99991231,20200101,Wagner,Felix,19880310,2
100,00000606,99991231,20200101,Schulz,Hans,19611221,1
100,00000607,99991231,20200101,Meyer,Emma,19600125,1
100,00000608,99991231,20200101,Mueller,Felix,19930612,2
100,00000609,99991231,20200101,Hoffmann,Iris,19880529,2
100,00000610,99991231,20200101,Wagner,Clara,19630827,1
100,00000611,99991231,20200101,Wagner,David,19801026,1
100,00000612,99991231,20200101,Wagner,Hans,19621105,2
100,00000613,99991231,20200101,Schneider,Emma,19780809,1
100,00000614,99991231,20200101,Meyer,Jan,19910328,1
100,00000615,99991231,20200101,Schmidt,Greta,19880502,2
100,00000616,99991231,20200101,Becker,Anna,19890702,1
100,00000617,99991231,20200101,Wagner,Jan,19720808,1
100,00000618,99991231,20200101,Schmidt,Felix,19820818,2
100,00000619,99991231,20200101,Fischer,David,19820918,2
100,00000620,99991231,20200101,Wagner,Felix,19710829,1
100,00000621,99991231,20200101,Becker,Clara,19730910,2
100,00000622,99991231,20200101,Becker,Iris,19970301,2
100,00000623,99991231,20200101,Schmidt,Ben,19981010,2
100,00000624,99991231,20200101,Mueller,Emma,19880528,1
100,00000625,99991231,20200101,Mueller,Jan,19760701,1
100,00000626,99991231,20200101,Hoffmann,Anna,19631026,2
100,00000627,99991231,20200101,Fischer,Hans,19841118,2
100,00000628,99991231,20200101,Weber,Iris,19930425,2
100,00000629,99991231,20200101,Mueller,Jan,19621223,2
100,00000630,99991231,20200101,Weber,Greta,19890403,1
100,00000631,99991231,20200101,Mueller,David,19750426,2
100,00000632,99991231,20200101,Wagner,Jan,19850615,2
100,00000633,99991231,20200101,Fischer,Iris,19751118,1
100,00000634,99991231,20200101,Meyer,Clara,19790507,1
100,00000635,99991231,20200101,Wagner,Ben,19681226,1
100,00000636,99991231,20200101,Mueller,Clara,19980727,2
100,00000637,99991231,20200101,Becker,Iris,19790612,2
100,00000638,99991231,20200101,Meyer,Jan,19680828,2
100,00000639,99991231,20200101,Becker,Hans,19620329,2
100,00000640,99991231,20200101,Schulz,Ben,19701130,1
100,00000641,99991231,20200101,Wagner,Felix,19950815,1
100,00000642,99991231,20200101,Schmidt,David,19951020,1
100,00000643,99991231,20200101,Meyer,Jan,19870919,1
100,00000644,99991231,20200101,Schmidt,Jan,19950829,1
100,00000645,99991231,20200101,Hoffmann,Emma,19670628,1
100,00000646,99991231,20200101,Schneider,Ben,19620214,2
100,00000647,99991231,20200101,Schneider,Greta,19790423,2
100,00000648,99991231,20200101,Hoffmann,Emma,19990916,1
100,00000649,99991231,20200101,Meyer,Emma,19680415,2
100,00000650,99991231,20200101,Wagner,Iris,19770621,2
100,00000651,99991231,20200101,Becker,Greta,19920320,2
100,00000652,99991231,20200101,Meyer,Felix,19790308,1
100,00000653,99991231,20200101,Schulz,Anna,19920715,2
100,00000654,99991231,20200101,Schmidt,Emma,19601205,2
100,00000655,99991231,20200101,Becker,Jan,19901010,2
100,00000656,99991231,20200101,Meyer,Jan,20000920,2
100,00000657,99991231,20200101,Mueller,Iris,19750130,2
100,00000658,99991231,20200101,Becker,Greta,19860713,2
100,00000659,99991231,20200101,Hoffmann,Ben,19800604,1
100,00000660,99991231,20200101,Meyer,Felix,19610330,1
100,00000661,99991231,20200101,Schulz,Emma,19710208,1
100,00000662,99991231,20200101,Meyer,Jan,19641223,2
100,00000663,99991231,20200101,Weber,Clara,19761222,1
100,00000664,99991231,20200101,Mueller,Iris,19891130,1
100,00000665,99991231,20200101,Hoffmann,David,19850519,1
100,00000666,99991231,20200101,Mueller,Hans,19711215,1
100,00000667,99991231,20200101,Weber,Hans,19871222,1
100,00000668,99991231,20200101,Schmidt,Felix,19780712,2
100,00000669,99991231,20200101,Hoffmann,David,19671223,1
100,00000670,99991231,20200101,Mueller,Greta,19910928,1
100,00000671,99991231,20200101,Schneider,Anna,19620802,1
100,00000672,99991231,20200101,Fischer,David,19770110,2
100,00000673,99991231,20200101,Hoffmann,Jan,19890310,2
100,00000674,99991231,20200101,Mueller,Anna,19691213,2
100,00000675,99991231,20200101,Hoffmann,Anna,19740505,2
100,00000676,99991231,20200101,Wagner,Greta,19750912,1
100,00000677,99991231,20200101,Fischer,Felix,19680906,1
100,00000678,99991231,20200101,Schneider,Jan,19660320,2
100,00000679,99991231,20200101,Hoffmann,Hans,19680505,2
100,00000680,99991231,20200101,Meyer,Greta,19661204,2
100,00000681,99991231,20200101,Meyer,David,19800626,1
100,00000682,99991231,20200101,Meyer,Greta,19671002,2
100,00000683,99991231,20200101,Weber,Iris,20001208,1
100,00000684,99991231,20200101,Hoffmann,David,19731205,1
100,00000685,99991231,20200101,Hoffmann,Emma,19801219,1
100,00000686,99991231,20200101,Hoffmann,Clara,19831122,1
100,00000687,99991231,20200101,Wagner,Jan,19700430,1
100,00000688,99991231,20200101,Meyer,Ben,19801210,1
100,00000689,99991231,20200101,Schulz,Emma,19850223,2
100,00000690,99991231,20200101,Schulz,Ben,19920421,1
100,00000691,99991231,20200101,Fischer,Jan,19720222,2
100,00000692,99991231,20200101,Hoffmann,Ben,19771028,2
100,00000693,99991231,20200101,Schulz,Hans,19670516,1
100,00000694,99991231,20200101,Hoffmann,Iris,19690415,2
100,00000695,99991231,20200101,Weber,Greta,19611229,1
100,00000696,99991231,20200101,Schneider,Greta,19640731,2
100,00000697,99991231,20200101,Schneider,Anna,19670131,2
100,00000698,99991231,20200101,Schmidt,Greta,19650828,2
100,00000699,99991231,20200101,Fischer,Greta,19710617,1
100,00000700,99991231,20200101,Hoffmann,Clara,19620702,1
100,00000701,99991231,20200101,Becker,Ben,19770119,2
100,00000702,99991231,20200101,Schmidt,Clara,19790829,1
100,00000703,99991231,20200101,Becker,Emma,19790321,2
100,00000704,99991231,20200101,Meyer,Felix,19621030,1
100,00000705,99991231,20200101,Schneider,Hans,19620501,2
100,00000706,99991231,20200101,Weber,Jan,19990914,1
100,00000707,99991231,20200101,Schmidt,Clara,19800917,1
100,00000708,99991231,20200101,Weber,Ben,19880811,1
100,00000709,99991231,20200101,Weber,Iris,19830415,2
100,00000710,99991231,20200101,Meyer,Ben,19811218,2
100,00000711,99991231,20200101,Schneider,David,19880805,1
100,00000712,99991231,20200101,Schneider,Emma,20000120,1
100,00000713,99991231,20200101,Hoffmann,Greta,19970707,2
100,00000714,99991231,20200101,Hoffmann,Emma,20001228,2
100,00000715,99991231,20200101,Fischer,Felix,19750403,1
100,00000716,99991231,20200101,Schulz,Emma,19680411,2
100,00000717,99991231,20200101,Weber,Felix,19631010,2
100,00000718,99991231,20200101,Fischer,Anna,19911126,2
100,00000719,99991231,20200101,Becker,Clara,19821019,1
100,00000720,99991231,20200101,Hoffmann,David,19870123,2
100,00000721,99991231,20200101,Mueller,David,19840803,1
100,00000722,99991231,20200101,Hoffmann,David,19810411,2
100,00000723,99991231,20200101,Weber,Hans,19900701,1
100,00000724,99991231,20200101,Mueller,Hans,19790929,1
100,00000725,99991231,20200101,Wagner,Ben,19901106,1
100,00000726,99991231,20200101,Fischer,Hans,19890310,1
100,00000727,99991231,20200101,Schneider,Iris,19980616,1
100,00000728,99991231,20200101,Schmidt,Clara,19791109,2
100,00000729,99991231,20200101,Mueller,Hans,19930904,1
100,00000730,99991231,20200101,Weber,Greta,19670710,2
100,00000731,99991231,20200101,Weber,Hans,19710808,2
100,00000732,99991231,20200101,Becker,Emma,19740812,2
100,00000733,99991231,20200101,Becker,Ben,19780430,2
100,00000734,99991231,20200101,Wagner,Emma,19780630,1
100,00000735,99991231,20200101,Wagner,Iris,19870421,2
100,00000736,99991231,20200101,Schulz,Iris,19960709,1
100,00000737,99991231,20200101,Fischer,Ben,19760108,1
100,00000738,99991231,20200101,Wagner,Emma,19901015,1
100,00000739,99991231,20200101,Weber,Emma,19901125,1
100,00000740,99991231,20200101,Fischer,Ben,19990420,1
100,00000741,99991231,20200101,Meyer,Jan,19710127,1
100,00000742,99991231,20200101,Weber,Clara,19740416,1
100,00000743,99991231,20200101,Mueller,Hans,19730825,1
100,00000744,99991231,20200101,Schulz,Iris,19931005,2
100,00000745,99991231,20200101,Schulz,Ben,19650404,2
100,00000746,99991231,20200101,Weber,Jan,19701023,1
100,00000747,99991231,20200101,Mueller,Hans,19771115,2
100,00000748,99991231,20200101,Fischer,Iris,20000112,1
100,00000749,99991231,20200101,Mueller,Iris,19910906,2
100,00000750,99991231,20200101,Mueller,Jan,19631113,2
100,00000751,99991231,20200101,Schneider,Clara,19990309,1
100,00000752,99991231,20200101,Meyer,Emma,19690519,1
100,00000753,99991231,20200101,Hoffmann,Hans,19910521,1
100,00000754,99991231,20200101,Hoffmann,David,19850115,2
100,00000755,99991231,20200101,Weber,Emma,19700813,2
100,00000756,99991231,20200101,Fischer,Greta,19880620,2
100,00000757,99991231,20200101,Becker,Greta,19690925,1
100,00000758,99991231,20200101,Weber,Ben,19790713,1
100,00000759,99991231,20200101,Schneider,Anna,19880508,2
100,00000760,99991231,20200101,Schulz,Hans,19980129,2
100,00000761,99991231,20200101,Schneider,Greta,19990909,2
100,00000762,99991231,20200101,Fischer,Iris,19700209,1
100,00000763,99991231,20200101,Fischer,Clara,19901111,2
100,00000764,99991231,20200101,Mueller,Ben,19640127,1
100,00000765,99991231,20200101,Hoffmann,Greta,19861226,2
100,00000766,99991231,20200101,Weber,Hans,19940624,1
100,00000767,99991231,20200101,Schneider,Emma,19750416,1
100,00000768,99991231,20200101,Weber,Jan,19840828,2
100,00000769,99991231,20200101,Fischer,Felix,19930426,2
100,00000770,99991231,20200101,Weber,Hans,19860521,1
100,00000771,99991231,20200101,Hoffmann,Iris,19670408,2
100,00000772,99991231,20200101,Hoffmann,Clara,19950830,1
100,00000773,99991231,20200101,Mueller,Clara,19961103,2
100,00000774,99991231,20200101,Weber,Hans,19920513,2
100,00000775,99991231,20200101,Schneider,Ben,19730520,2
100,00000776,99991231,20200101,Schneider,Felix,19721128,1
100,00000777,99991231,20200101,Meyer,Ben,19810725,1
100,00000778,99991231,20200101,Mueller,Emma,19690205,2
100,00000779,99991231,20200101,Weber,Greta,19711222,1
100,00000780,99991231,20200101,Schmidt,Felix,19970111,2
100,00000781,99991231,20200101,Schulz,Ben,19970119,1
100,00000782,99991231,20200101,Schulz,Clara,19720216,2
100,00000783,99991231,20200101,Schmidt,Hans,19910301,1
100,00000784,99991231,20200101,Wagner,Jan,19710609,2
100,00000785,99991231,20200101,Meyer,Felix,19710406,1
100,00000786,99991231,20200101,Mueller,Anna,19971016,1
100,00000787,99991231,20200101,Weber,Ben,19901123,2
100,00000788,99991231,20200101,Hoffmann,Anna,19690103,1
100,00000789,99991231,20200101,Mueller,Hans,19800604,2
100,00000790,99991231,20200101,Hoffmann,Clara,19691227,1
100,00000791,99991231,20200101,Wagner,Hans,19940202,1
100,00000792,99991231,20200101,Schulz,Felix,19830302,1
100,00000793,99991231,20200101,Mueller,Clara,19980308,2
100,00000794,99991231,20200101,Mueller,David,19690712,2
100,00000795,99991231,20200101,Schmidt,Clara,19841020,2
100,00000796,99991231,20200101,Mueller,Clara,19850720,2
100,00000797,99991231,20200101,Fischer,Greta,19771204,2
100,00000798,99991231,20200101,Meyer,Ben,19650623,2
100,00000799,99991231,20200101,Hoffmann,Clara,19960824,1
100,00000800,99991231,20200101,Wagner,Jan,19850201,1
100,00000801,99991231,20200101,Mueller,Emma,19780704,2
100,00000802,99991231,20200101,Wagner,Clara,19960203,2
100,00000803,99991231,20200101,Weber,Ben,19600226,2
100,00000804,99991231,20200101,Becker,Emma,19640514,1
100,00000805,99991231,20200101,Schulz,David,19950825,2
100,00000806,99991231,20200101,Schneider,Jan,19940622,2
100,00000807,99991231,20200101,Meyer,Greta,19780126,1
100,00000808,99991231,20200101,Mueller,Clara,19780109,1
100,00000809,99991231,20200101,Mueller,Felix,19610701,1
100,00000810,99991231,20200101,Fischer,Hans,19980502,2
100,00000811,99991231,20200101,Becker,Emma,19960419,2
100,00000812,99991231,20200101,Fischer,David,19810714,2
100,00000813,99991231,20200101,Wagner,Emma,19750810,2
100,00000814,99991231,20200101,Mueller,Clara,19620704,2
100,00000815,99991231,20200101,Mueller,Felix,19850519,1
100,00000816,99991231,20200101,Becker,Clara,19750906,2
100,00000817,99991231,20200101,Schulz,Iris,19930410,1
100,00000818,99991231,20200101,Mueller,Greta,19930319,1
100,00000819,99991231,20200101,Becker,Emma,19650131,2
100,00000820,99991231,20200101,Mueller,Jan,19700820,2
100,00000821,99991231,20200101,Schneider,Greta,20000921,1
100,00000822,99991231,20200101,Schulz,Clara,19880310,2
100,00000823,99991231,20200101,Mueller,Emma,19670909,2
100,00000824,99991231,20200101,Hoffmann,David,19911002,2
100,00000825,99991231,20200101,Meyer,Emma,19820525,1
100,00000826,99991231,20200101,Meyer,Greta,19631010,2
100,00000827,99991231,20200101,Fischer,Emma,19690417,1
100,00000828,99991231,20200101,Weber,Iris,19630619,1
100,00000829,99991231,20200101,Weber,Jan,19610610,1
100,00000830,99991231,20200101,Hoffmann,Iris,19680811,2
100,00000831,99991231,20200101,Schulz,Iris,19910827,2
100,00000832,99991231,20200101,Wagner,Iris,19990429,2
100,00000833,99991231,20200101,Mueller,Hans,19990626,2
100,00000834,99991231,20200101,Schmidt,Jan,19961126,2
100,00000835,99991231,20200101,Schmidt,Jan,20000207,2
100,00000836,99991231,20200101,Schneider,Anna,19820320,2
100,00000837,99991231,20200101,Weber,David,19930704,2
100,00000838,99991231,20200101,Hoffmann,Anna,19820131,1
100,00000839,99991231,20200101,Meyer,Jan,19770902,2
100,00000840,99991231,20200101,Mueller,Felix,19630817,1
100,00000841,99991231,20200101,Becker,Emma,19740816,1
100,00000842,99991231,20200101,Hoffmann,Iris,19890714,1
100,00000843,99991231,20200101,Schulz,Felix,19870118,2
100,00000844,99991231,20200101,Schneider,Iris,19911124,1
100,00000845,99991231,20200101,Wagner,Ben,19740224,2
100,00000846,99991231,20200101,Schmidt,David,19710902,1
100,00000847,99991231,20200101,Weber,David,19631103,1
100,00000848,99991231,20200101,Mueller,Anna,19800515,1
100,00000849,99991231,20200101,Hoffmann,Ben,19611025,1
100,00000850,99991231,20200101,Hoffmann,Ben,20001221,2
100,00000851,99991231,20200101,Fischer,David,20000602,2
100,00000852,99991231,20200101,Wagner,Anna,19970902,1
100,00000853,99991231,20200101,Becker,Felix,19930225,2
100,00000854,99991231,20200101,Weber,Greta,19990110,2
100,00000855,99991231,20200101,Meyer,Clara,19950428,1
100,00000856,99991231,20200101,Wagner,Clara,19931122,2
100,00000857,99991231,20200101,Fischer,Anna,19960315,2
100,00000858,99991231,20200101,Becker,Hans,19730417,2
100,00000859,99991231,20200101,Schneider,Emma,19880209,2
100,00000860,99991231,20200101,Mueller,Greta,19901024,1
100,00000861,99991231,20200101,Meyer,Felix,19710612,2
100,00000862,99991231,20200101,Becker,Felix,19650701,2
100,00000863,99991231,20200101,Schulz,David,19930610,2
100,00000864,99991231,20200101,Mueller,Felix,19721225,1
100,00000865,99991231,20200101,Schneider,Hans,19971029,2
100,00000866,99991231,20200101,Weber,Hans,19830610,1
100,00000867,99991231,20200101,Becker,Emma,19931102,1
100,00000868,99991231,20200101,Wagner,Felix,19711107,1
100,00000869,99991231,20200101,Fischer,Emma,19800413,1
100,00000870,99991231,20200101,Weber,David,19790703,1
100,00000871,99991231,20200101,Fischer,Clara,19820417,2
100,00000872,99991231,20200101,Schulz,David,19700913,2
100,00000873,99991231,20200101,Becker,Iris,19790103,1
100,00000874,99991231,20200101,Schulz,Iris,19750925,2
100,00000875,99991231,20200101,Hoffmann,Clara,19890921,2
100,00000876,99991231,20200101,Weber,Iris,19720908,1
100,00000877,99991231,20200101,Becker,Felix,19831118,2
100,00000878,99991231,20200101,Schneider,Iris,19780630,1
100,00000879,99991231,20200101,Schneider,Ben,19930215,2
100,00000880,99991231,20200101,Wagner,Hans,19871213,2
100,00000881,99991231,20200101,Weber,Hans,19620430,1
100,00000882,99991231,20200101,Weber,Anna,19990430,2
100,00000883,99991231,20200101,Weber,David,19670520,2
100,00000884,99991231,20200101,Mueller,Ben,19770210,2
100,00000885,99991231,20200101,Wagner,Hans,19861114,2
100,00000886,99991231,20200101,Mueller,Felix,19941118,1
100,00000887,99991231,20200101,Schneider,Felix,19700525,1
100,00000888,99991231,20200101,Mueller,Emma,19771127,2
100,00000889,99991231,20200101,Wagner,Ben,19611026,2
100,00000890,99991231,20200101,Hoffmann,Clara,19960407,1
100,00000891,99991231,20200101,Hoffmann,Emma,19980603,1
100,00000892,99991231,20200101,Becker,David,19620807,2
100,00000893,99991231,20200101,Weber,Anna,19861202,1
100,00000894,99991231,20200101,Meyer,Jan,19680712,2
100,00000895,99991231,20200101,Schulz,Jan,19771124,2
100,00000896,99991231,20200101,Weber,Emma,19800820,1
100,00000897,99991231,20200101,Wagner,Jan,19851231,2
100,00000898,99991231,20200101,Weber,Iris,19741127,2
100,00000899,99991231,20200101,Schmidt,Felix,19970304,2
100,00000900,99991231,20200101,Schulz,Ben,19770825,2
100,00000901,99991231,20200101,Mueller,Ben,19840321,1
100,00000902,99991231,20200101,Schneider,Iris,19650930,2
100,00000903,99991231,20200101,Weber,Hans,19620607,2
100,00000904,99991231,20200101,Wagner,Felix,19840720,1
100,00000905,99991231,20200101,Hoffmann,Felix,19691214,2
100,00000906,99991231,20200101,Fischer,Clara,19970205,2
100,00000907,99991231,20200101,Mueller,Felix,19821115,1
100,00000908,99991231,20200101,Schulz,Clara,19831201,2
100,00000909,99991231,20200101,Hoffmann,Hans,19920704,2
100,00000910,99991231,20200101,Becker,Emma,19600819,1
100,00000911,99991231,20200101,Becker,David,19901004,1
100,00000912,99991231,20200101,Schneider,Greta,19620603,1
100,00000913,99991231,20200101,Meyer,Ben,19980910,1
100,00000914,99991231,20200101,Meyer,David,19930120,1
100,00000915,99991231,20200101,Fischer,Emma,19790308,2
100,00000916,99991231,20200101,Schulz,Greta,19961017,1
100,00000917,99991231,20200101,Schmidt,Ben,19950118,1
100,00000918,99991231,20200101,Becker,Felix,19810424,2
100,00000919,99991231,20200101,Schneider,Emma,19980208,1
100,00000920,99991231,20200101,Fischer,Anna,19800205,1
100,00000921,99991231,20200101,Schneider,Anna,19801027,2
100,00000922,99991231,20200101,Becker,Jan,19970223,2
100,00000923,99991231,20200101,Mueller,Greta,19791210,1
100,00000924,99991231,20200101,Meyer,Hans,19920509,1
100,00000925,99991231,20200101,Schulz,Emma,19980317,2
100,00000926,99991231,20200101,Mueller,Greta,19820505,1
100,00000927,99991231,20200101,Fischer,Hans,19931226,1
100,00000928,99991231,20200101,Fischer,David,19620503,1
100,00000929,99991231,20200101,Weber,Ben,19811215,1
100,00000930,99991231,20200101,Hoffmann,Clara,19670219,1
100,00000931,99991231,20200101,Schulz,Clara,19681001,1
100,00000932,99991231,20200101,Schmidt,Emma,19870415,1
100,00000933,99991231,20200101,Schneider,Iris,19910604,1
100,00000934,99991231,20200101,Schmidt,David,19861202,1
100,00000935,99991231,20200101,Schmidt,Greta,19950725,2
100,00000936,99991231,20200101,Mueller,Ben,19831018,2
100,00000937,99991231,20200101,Meyer,Ben,19801203,1
100,00000938,99991231,20200101,Schmidt,Emma,19720501,1
100,00000939,99991231,20200101,Meyer,Anna,19910810,2
100,00000940,99991231,20200101,Schneider,Ben,19980715,2
100,00000941,99991231,20200101,Fischer,Felix,19960316,1
100,00000942,99991231,20200101,Mueller,Anna,19740821,1
100,00000943,99991231,20200101,Meyer,Hans,19850905,2
100,00000944,99991231,20200101,Becker,Anna,19930511,2
100,00000945,99991231,20200101,Becker,Clara,19740528,1
100,00000946,99991231,20200101,Fischer,Iris,19880420,1
100,00000947,99991231,20200101,Wagner,Clara,19770405,2
100,00000948,99991231,20200101,Hoffmann,Ben,19700629,1
100,00000949,99991231,20200101,Wagner,Ben,19690409,1
100,00000950,99991231,20200101,Wagner,Hans,19670514,1
100,00000951,99991231,20200101,Fischer,Anna,19780112,1
100,00000952,99991231,20200101,Schneider,Jan,19950623,2
100,00000953,99991231,20200101,Fischer,Greta,19760316,1
100,00000954,99991231,20200101,Schulz,Felix,19641208,1
100,00000955,99991231,20200101,Weber,Emma,19840414,2
100,00000956,99991231,20200101,Wagner,Emma,19931210,2
100,00000957,99991231,20200101,Meyer,Ben,19611101,1
100,00000958,99991231,20200101,Schmidt,Emma,19680815,2
100,00000959,99991231,20200101,Wagner,Iris,19891127,2
100,00000960,99991231,20200101,Meyer,Clara,19890326,1
100,00000961,99991231,20200101,Schmidt,Anna,19750206,1
100,00000962,99991231,20200101,Schulz,Hans,19650925,1
100,00000963,99991231,20200101,Weber,Clara,19871226,2
100,00000964,99991231,20200101,Becker,Hans,19640910,2
